128 0 0 0.0 0.0 44.63 -0.2856268 0.1233348  {'room_id': 100, 'explored_rooms': 9, 'raw_score': 0.0} 
17280 25 25 364.2542420544202 23.113668610532002 39.32 -0.048028 0.1192552  {'room_id': 183, 'explored_rooms': 153, 'raw_score': 364.2542420544202} 
17408 26 26 397.8288178489782 24.002301749478804 38.96 -0.0303871 0.1200898  {'room_id': 99, 'explored_rooms': 153, 'raw_score': 397.8288178489782} 
17536 26 26 397.8288178489782 24.002301749478804 39.35 -0.0089739 0.1405591  {'room_id': 210, 'explored_rooms': 153, 'raw_score': 397.8288178489782} 
17664 26 26 397.8288178489782 24.002301749478804 36.46 -0.0107527 0.1620672  {'room_id': 247, 'explored_rooms': 153, 'raw_score': 397.8288178489782} 
17792 26 26 397.8288178489782 24.002301749478804 37.17 -0.0278021 0.1611862  {'room_id': 230, 'explored_rooms': 153, 'raw_score': 397.8288178489782} 
17920 26 26 397.8288178489782 24.002301749478804 39.39 -0.0160213 0.1597092  {'room_id': 39, 'explored_rooms': 153, 'raw_score': 397.8288178489782} 
18048 27 27 401.54593606408037 24.202071574530926 39.21 -0.0112982 0.1515598  {'room_id': 3, 'explored_rooms': 153, 'raw_score': 401.54593606408037} 
18176 27 27 401.54593606408037 24.202071574530926 39.69 -0.0449027 0.1426645  {'room_id': 84, 'explored_rooms': 153, 'raw_score': 401.54593606408037} 
18304 27 27 401.54593606408037 24.202071574530926 40.09 -0.0024021 0.1606986  {'room_id': 243, 'explored_rooms': 153, 'raw_score': 401.54593606408037} 
18432 27 27 401.54593606408037 24.202071574530926 39.34 -0.0008345 0.1607346  {'room_id': 19, 'explored_rooms': 153, 'raw_score': 401.54593606408037} 
18560 28 28 390.89134245767235 23.881864417077836 36.69 -0.0026544 0.1654935  {'room_id': 99, 'explored_rooms': 153, 'raw_score': 390.89134245767235} 
18688 28 28 390.89134245767235 23.881864417077836 33.25 -0.0249622 0.1517674  {'room_id': 162, 'explored_rooms': 153, 'raw_score': 390.89134245767235} 
18816 28 28 390.89134245767235 23.881864417077836 32.76 -0.0453479 0.1580897  {'room_id': 215, 'explored_rooms': 153, 'raw_score': 390.89134245767235} 
18944 28 28 390.89134245767235 23.881864417077836 35.68 -0.022173 0.1585983  {'room_id': 104, 'explored_rooms': 153, 'raw_score': 390.89134245767235} 
19072 28 28 390.89134245767235 23.881864417077836 38.99 -0.0380867 0.1485137  {'room_id': 177, 'explored_rooms': 153, 'raw_score': 390.89134245767235} 
19200 28 28 390.89134245767235 23.881864417077836 37.98 -0.0177933 0.1488053  {'room_id': 184, 'explored_rooms': 153, 'raw_score': 390.89134245767235} 
19328 29 29 396.3022082119051 24.293677975370052 39.06 -0.0555763 0.148574  {'room_id': 3, 'explored_rooms': 153, 'raw_score': 396.3022082119051} 
19456 29 29 396.3022082119051 24.293677975370052 38.83 -0.0305828 0.1361173  {'room_id': 183, 'explored_rooms': 153, 'raw_score': 396.3022082119051} 
19584 29 29 396.3022082119051 24.293677975370052 38.54 -0.0228435 0.1637221  {'room_id': 88, 'explored_rooms': 153, 'raw_score': 396.3022082119051} 
19712 29 29 396.3022082119051 24.293677975370052 37.81 -0.0194229 0.1679705  {'room_id': 88, 'explored_rooms': 153, 'raw_score': 396.3022082119051} 
19840 29 29 396.3022082119051 24.293677975370052 35.98 -0.0151821 0.1657097  {'room_id': 88, 'explored_rooms': 153, 'raw_score': 396.3022082119051} 
19968 30 30 426.1719873907146 24.864310177833048 37.19 0.0116464 0.1478077  {'room_id': 68, 'explored_rooms': 153, 'raw_score': 426.1719873907146} 
20096 30 30 426.1719873907146 24.864310177833048 37.48 -0.0483392 0.1389941  {'room_id': 115, 'explored_rooms': 153, 'raw_score': 426.1719873907146} 
